razão da negligência familiar;0;3;0;1
caso dos autos em que;0;2;9;1
dos autos em que a;0;1;4;1
em razão da negligência familiar;0;3;0;1
caso dos autos em que a;0;1;4;1
de crianças;0;1;0;3
crianças e;0;1;0;3
em relação;0;5;1;1
relação ao;0;4;0;1
de fato;0;7;0;0
de manter;0;6;0;2
em relação ao;0;4;0;1
que foi;0;1;3;0
do poder familiar da;0;2;2;0
eca acolhimento;0;1;1;3
de guarda;0;2;1;2
guarda pela;0;3;0;1
com as;0;1;2;3
as crianças;0;1;3;2
instrumento eca acolhimento;0;1;1;2
eca acolhimento institucional;0;1;1;3
de instrumento eca acolhimento;0;1;1;2
instrumento eca acolhimento institucional;0;1;1;2
agravo de instrumento eca acolhimento;0;1;1;2
de instrumento eca acolhimento institucional;0;1;1;2
agravo de instrumento eca acolhimento institucional;0;1;1;2
inserção em;0;1;0;4
de um;0;1;2;1
da avó;0;1;3;1
inserção em família;0;1;0;4
inserção em família substituta;0;1;0;4
criança em;0;2;0;3
de vínculos;0;3;2;0
o menor;0;4;1;0
da criança em;0;2;0;2
da família extensa;0;6;0;1
de convivência e;0;3;0;2
guarda provisória;0;1;1;3
a adoção;0;2;0;3
pode ser;0;1;3;0
prevalência do;0;3;0;8
do interesse;0;3;0;3
interesse do;0;2;1;6
do menor;0;2;3;7
ambos os;0;2;1;1
os genitores;0;2;4;1
inviabilidade de;0;4;0;0
manter a;0;2;1;2
prevalência do interesse;0;3;0;3
do interesse do;0;2;0;2
interesse do menor;0;2;1;4
ambos os genitores;0;2;1;1
de manter a;0;2;0;2
prevalência do interesse do;0;2;0;2
do interesse do menor;0;2;0;2
prevalência do interesse do menor;0;2;0;2
caso concreto;0;3;2;3
se encontra;0;4;1;0
risco desde;0;3;0;2
decorrência da;0;4;2;0
e dos;0;1;0;3
e da;0;4;2;4
de risco desde;0;3;0;2
em decorrência da;0;4;2;0
situação de risco desde;0;3;0;2
não há;0;2;2;0
de sua;0;2;5;1
verificada situação;0;2;0;2
tenra idade;0;2;1;2
verificada situação de;0;2;0;2
verificada situação de risco;0;2;0;2
verificada situação de risco desde;0;2;0;2
fato em;0;5;0;0
por meio;0;5;0;2
meio de;0;5;0;2
de medida;0;5;2;10
medida protetiva;0;4;0;13
mãe biológica;0;8;0;0
de manutenção;0;3;0;1
situação de fato;0;5;0;0
de fato em;0;5;0;0
fato em que;0;5;0;0
por meio de;0;5;0;2
meio de medida;0;4;0;0
de medida protetiva;0;4;0;3
manutenção da guarda;0;3;0;1
situação de fato em;0;5;0;0
de fato em que;0;5;0;0
por meio de medida;0;4;0;0
situação de fato em que;0;5;0;0
sua adoção;0;4;1;0
sua família;0;4;0;0
à sua adoção;0;3;1;0
convivência com a;0;4;0;1
a mãe biológica;0;4;0;0
convivência com a mãe;0;4;0;1
com a mãe biológica;0;4;0;0
convivência com a mãe biológica;0;4;0;0
menor foi;0;4;1;0
foi acolhida;0;2;3;0
manteve convivência;0;4;0;0
manteve convivência com;0;4;0;0
direito à;0;1;0;3
à convivência familiar;0;1;1;2
que se;0;1;4;0
do acolhimento institucional;0;1;1;7
a ser;0;1;2;1
acerca da;0;1;4;2
familiar e;0;1;1;7
poder familiar e;0;1;1;5
do poder familiar e;0;1;0;5
impossibilidade de;0;1;3;2
foi acolhido;0;2;2;1
acolhido institucionalmente;0;2;4;0
a família extensa;0;1;1;2
foi acolhido institucionalmente;0;2;2;0
guarda dos;0;1;3;3
pretendentes à;0;2;2;0
os cuidados com;0;3;2;0
em julgado;0;1;0;3
guarda de;0;2;3;1
a guarda de;0;1;2;1
nos autos;0;1;3;1
que a genitora;0;0;2;2
decorrente de;0;0;2;3
decisão que;0;0;2;14
equipe técnica;0;0;9;1
o agravante;0;0;5;0
a decisão que;0;0;2;4
da equipe;0;0;4;1
no caso;0;0;9;1
da equipe técnica;0;0;4;1
os elementos;0;0;5;1
da menina;0;0;4;1
de exercer;0;0;7;0
da filha;0;0;4;1
condições de exercer;0;0;4;0
da ré;0;0;7;0
ré apelante;0;0;4;0
não sendo;0;0;3;1
o caso;0;0;2;2
laços afetivos;0;0;4;1
de forma;0;0;4;0
que seja;0;0;3;2
ação para;0;0;1;3
para aplicação;0;0;1;3
aplicação de;0;0;1;7
medida de;0;0;3;23
ação para aplicação;0;0;1;3
para aplicação de;0;0;1;3
aplicação de medida;0;0;1;5
de medida de;0;0;2;7
medida de proteção;0;0;2;19
ação para aplicação de;0;0;1;3
aplicação de medida de;0;0;1;4
de medida de proteção;0;0;2;6
aplicação de medida de proteção;0;0;1;4
institucional pleito;0;0;1;3
pleito de;0;0;1;8
avô materno;0;0;3;1
acolhimento institucional pleito;0;0;1;3
institucional pleito de;0;0;1;3
acolhimento institucional pleito de;0;0;1;3
laudo social;0;0;5;0
institucional da;0;0;3;3
manutenção do acolhimento;0;0;1;8
da criança e;0;0;3;13
manutenção do acolhimento institucional;0;0;1;6
para adoção;0;0;2;3
a protegida;0;0;3;1
é medida;0;0;1;4
para exercer;0;0;4;0
do genitor;0;0;3;5
do adolescente;0;0;1;11
no entanto;0;0;4;0
a medida;0;0;2;3
das visitas;0;0;2;3
a avó;0;0;5;1
ora agravante;0;0;4;0
a avó materna;0;0;3;1
de desacolhimento;0;0;3;5
instrumento eca destituição;0;0;1;4
de instrumento eca destituição;0;0;1;4
instrumento eca destituição do;0;0;1;4
agravo de instrumento eca destituição;0;0;1;4
de instrumento eca destituição do;0;0;1;4
instrumento eca destituição do poder;0;0;1;4
agravo de instrumento eca destituição do;0;0;1;4
de instrumento eca destituição do poder;0;0;1;4
instrumento eca destituição do poder familiar;0;0;1;4
agravo de instrumento eca destituição do poder;0;0;1;4
de instrumento eca destituição do poder familiar;0;0;1;4
agravo de instrumento eca destituição do poder familiar;0;0;1;4
mantida a decisão;0;0;1;4
ser mantida a decisão;0;0;1;4
exercer o;0;0;4;0
ministério público;0;0;1;5
a justificar;0;0;1;4
desacolhimento institucional;0;0;3;3
de vulnerabilidade;0;0;2;2
situação de vulnerabilidade;0;0;2;2
institucional e;0;0;2;6
acolhimento institucional e;0;0;2;6
de desacolhimento institucional;0;0;2;2
pelo juízo;0;0;1;6
para fins;0;0;1;4
fins de;0;0;1;4
medida de acolhimento;0;0;1;3
para fins de;0;0;1;4
instrumento ação;0;0;1;8
de instrumento ação;0;0;1;8
instrumento ação de;0;0;1;6
agravo de instrumento ação;0;0;1;8
de instrumento ação de;0;0;1;6
agravo de instrumento ação de;0;0;1;6
e do;0;0;0;12
criança e do;0;0;0;10
e do adolescente;0;0;0;10
da criança e do;0;0;0;10
criança e do adolescente;0;0;0;10
da criança e do adolescente;0;0;0;10
e acolhimento;0;0;0;5
ao melhor;0;0;0;4
ao melhor interesse;0;0;0;4
a manutenção do acolhimento;0;0;0;4
estatuto da;0;0;0;9
adolescente medida;0;0;0;4
proteção acolhimento;0;0;0;8
estatuto da criança;0;0;0;9
do adolescente medida;0;0;0;4
de proteção acolhimento;0;0;0;8
proteção acolhimento institucional;0;0;0;8
estatuto da criança e;0;0;0;9
e do adolescente medida;0;0;0;4
medida de proteção acolhimento;0;0;0;7
de proteção acolhimento institucional;0;0;0;8
estatuto da criança e do;0;0;0;9
criança e do adolescente medida;0;0;0;4
medida de proteção acolhimento institucional;0;0;0;7
estatuto da criança e do adolescente;0;0;0;9
da criança e do adolescente medida;0;0;0;4
estatuto da criança e do adolescente medida;0;0;0;4
instrumento medida;0;0;0;5
de instrumento medida;0;0;0;5
agravo de instrumento medida;0;0;0;5
do princípio;0;0;0;7
do princípio do;0;0;0;7
do princípio do melhor;0;0;0;6
do princípio do melhor interesse;0;0;0;6
do princípio do melhor interesse da;0;0;0;6
do princípio do melhor interesse da criança;0;0;0;6
agravada que;0;0;0;5
decisão agravada que;0;0;0;5
proteção de;0;0;0;5
reforma da;0;0;0;10
de proteção de;0;0;0;5
e acolhimento institucional;0;0;0;4
reforma da decisão;0;0;0;10
medida de proteção de;0;0;0;5
que determinou;0;0;0;9
determinou a;0;0;0;4
prevalência do princípio;0;0;0;5
decisão que determinou;0;0;0;6
que determinou a;0;0;0;4
prevalência do princípio do;0;0;0;5
decisão que determinou a;0;0;0;4
prevalência do princípio do melhor;0;0;0;5
suspensão do poder familiar e;0;0;0;5
prevalência do princípio do melhor interesse;0;0;0;5
prevalência do princípio do melhor interesse da;0;0;0;5
prevalência do princípio do melhor interesse da criança;0;0;0;5
de reforma;0;0;0;7
determinou o;0;0;0;5
pedido de reforma;0;0;0;4
de reforma da;0;0;0;7
da decisão que;0;0;0;8
que determinou o;0;0;0;5
pedido de reforma da;0;0;0;4
de reforma da decisão;0;0;0;7
reforma da decisão que;0;0;0;7
pedido de reforma da decisão;0;0;0;4
de reforma da decisão que;0;0;0;7
pedido de reforma da decisão que;0;0;0;4
suspensão das;0;0;0;4
restabelecimento da;0;0;0;4
proteção e;0;0;0;5
instrumento família;0;0;0;5
institucional de;0;0;0;5
de autorização;0;0;0;4
de instrumento família;0;0;0;5
acolhimento institucional de;0;0;0;5
agravo de instrumento família;0;0;0;5
proteção de acolhimento;0;0;0;4
de proteção de acolhimento;0;0;0;4
proteção de acolhimento institucional;0;0;0;4
medida de proteção de acolhimento;0;0;0;4
de proteção de acolhimento institucional;0;0;0;4
medida de proteção de acolhimento institucional;0;0;0;4
ação de acolhimento;0;0;0;5
ação de acolhimento institucional;0;0;0;5
de visitas;0;0;0;6
de suspensão;0;0;0;4
nos termos;0;0;0;4
com pedido;0;0;0;4
pedido liminar;0;0;0;4
e suspensão;0;0;0;4
institucional e suspensão;0;0;0;4
e suspensão do;0;0;0;4
acolhimento institucional e suspensão;0;0;0;4
institucional e suspensão do;0;0;0;4
e suspensão do poder;0;0;0;4
acolhimento institucional e suspensão do;0;0;0;4
institucional e suspensão do poder;0;0;0;4
e suspensão do poder familiar;0;0;0;4
acolhimento institucional e suspensão do poder;0;0;0;4
institucional e suspensão do poder familiar;0;0;0;4
acolhimento institucional e suspensão do poder familiar;0;0;0;4
protetiva de;0;0;0;4
medida protetiva de;0;0;0;4
origem o;0;0;0;4
da origem o;0;0;0;4
origem o art;0;0;0;4
decisão da origem o;0;0;0;4
da origem o art;0;0;0;4
da decisão da origem o;0;0;0;4
decisão da origem o art;0;0;0;4
manutenção da decisão da origem o;0;0;0;4
da decisão da origem o art;0;0;0;4
manutenção da decisão da origem o art;0;0;0;4
da proteção;0;0;0;4
de inserção;0;0;0;4
de aplicação;0;0;0;5
de aplicação de;0;0;0;4
